PSNR_YYUV
C:\Users\Thanh Dat\Downloads\a Thành\a Thành\VIDEO PHÁT.mp4
C:\Users\Thanh Dat\Downloads\a Thành\a Thành\video thu.ts
AVG: 30.53140068
28.58780861
28.42179298
28.35562134
28.55913925
28.57947922
28.62139893
29.44148636
29.38413620
29.38866425
29.37070656
29.32397461
29.28991127
28.57420731
28.54844856
28.28720856
28.21153450
28.20984268
28.41835403
28.40649796
28.43386650
29.16377640
29.21143341
29.23675156
30.39915085
30.44565201
30.46033478
30.97092056
30.96452713
30.09917450
29.99745178
29.90218353
28.88410950
28.84843636
28.78610802
28.39269257
28.36025620
28.42488480
28.17866516
28.17886353
27.98994446
28.21129227
28.32665634
28.69212723
28.75940514
28.88803482
29.43301392
29.57785797
29.74728775
30.54135132
30.72618484
30.90077209
31.82772064
31.90106201
33.44389343
33.50520325
33.52846146
34.65370560
34.65536499
34.52948380
35.18031311
34.99177551
35.14902496
35.06205368
35.03530502
34.45337296
34.61936188
34.67776871
34.59532166
34.34268188
34.29136658
34.53253555
34.40073776
34.23195648
33.80037308
33.73510742
33.60276031
33.24295425
33.17160034
33.09047318
32.86504364
32.71041870
32.89256287
32.77994537
32.64738846
32.53804016
32.65007401
32.74963760
32.31801224
32.34433365
32.35016632
31.73353004
31.72103691
31.75465584
31.14498901
31.09117126
31.13095284
30.87701607
30.90107346
30.83613968
30.84360313
30.84530640
30.97335625
31.03927803
31.18346786
31.67220879
31.63823128
31.62551498
31.88807297
31.96462250
31.94697189
31.83178711
31.73731613
31.64260101
31.64688873
31.60763931
31.35699081
31.21998787
31.08930588
30.84718704
30.65373230
30.55321693
30.31621742
30.17135239
30.00391388
29.77440834
29.77254105
29.75669098
29.73455620
29.80730438
29.99853325
29.96616364
29.94058228
30.46115685
30.63428497
30.75886726
31.14437103
31.22121620
31.44561005
31.53733063
31.61852264
31.77307320
31.90025330
31.98126030
31.97088432
31.89503670
31.78241539
31.63358688
31.52418900
31.44753456
31.36409378
31.19268417
31.02523804
31.09051132
31.10393333
31.10202408
31.08806229
31.17782402
31.19894409
31.15171432
31.10810852
31.56722069
31.82641792
